"ID","Date","Price (GBP)","Market Cap (GBP)","Total Volume","% 24hr Change","% 7d Change","Class"
"660","2023-06-09 06:00:40","1464.3274947891805","176114109727.2633","4004498058.8021984","-0.03","-0.63","decrease"
"661","2023-06-09 07:01:21","1464.1256802030298","176030122132.1124","3948875917.6900115","-0.01","-0.37","decrease"
"662","2023-06-09 08:00:42","1461.7880748589432","175986905290.24777","3976079472.7223043","-0.16","-0.44","decrease"
"663","2023-06-09 09:00:28","1468.4514895973182","176365544748.87842","4039825515.6334324","0.46","-0.13","increase"
"664","2023-06-09 10:01:38","1470.6658655086508","176778685663.2124","4088315333.5888066","0.15","0.63","increase"
"665","2023-06-09 11:00:48","1469.6323900799164","176655692944.81802","4073177917.8473644","-0.07","0.33","decrease"
"666","2023-06-09 12:00:56","1467.921143146662","176793201499.03897","4017099142.211403","-0.12","0.21","decrease"
"667","2023-06-09 13:00:23","1470.6893659311932","176663144490.71384","3834492220.5108786","0.19","0.43","increase"
"668","2023-06-09 14:00:30","1470.3597051162035","176736750363.00165","3777995128.4296403","-0.02","0.43","decrease"
"669","2023-06-09 15:00:33","1465.4372860282417","176121118227.1153","3796043443.503252","-0.33","0.25","decrease"
"670","2023-06-09 16:00:48","1465.9929036205137","176356935034.3661","3901706418.865389","0.04","-0.17","increase"
"671","2023-06-09 17:00:06","1462.028776851707","175909210662.49698","3413533119.4194","-0.27","-0.59","decrease"
"672","2023-06-09 18:00:32","1464.0464176670741","176042153243.2964","3912960991.8147154","0.14","-0.38","increase"
"673","2023-06-09 19:00:35","1461.726049635595","175718078824.53516","3770273774.2628946","-0.16","-0.42","decrease"
"674","2023-06-09 20:00:38","1458.152006828703","175199941819.27615","3908742782.938348","-0.24","-0.85","decrease"
"675","2023-06-09 21:00:06","1458.6531931571997","175304587161.23938","4012272498.2617993","0.03","-0.80","increase"
"676","2023-06-09 22:00:05","1461.909842857556","175825198970.77145","4084348400.6144233","0.22","-0.24","increase"
"677","2023-06-09 23:01:23","1461.4316725826743","175795248136.2557","4036455462.483358","-0.03","-0.31","decrease"
"678","2023-06-10 00:00:38","1463.755767370175","175747741813.77322","4053855844.329135","0.16","0.12","increase"
"679","2023-06-10 01:00:01","1462.1008111112972","175973540472.62134","4101268350.6562405","-0.11","-0.13","decrease"
"680","2023-06-10 02:00:31","1463.8500145772384","175937613866.82886","3842007800.32557","0.12","0.15","increase"
"681","2023-06-10 03:00:09","1457.4493720802639","175346363700.62903","3990411440.132763","-0.44","-0.05","decrease"
"682","2023-06-10 04:00:42","1454.6979921581874","175014573685.1724","4109870066.260729","-0.19","-0.27","decrease"
"683","2023-06-10 05:00:16","1426.4090353816307","171618441018.708","15651276175.345919","-1.94","-2.43","decrease"
"684","2023-06-10 06:00:05","1403.998854154596","168971511518.68863","25897765161.708103","-1.57","-3.93","decrease"
"685","2023-06-10 07:00:26","1390.2140104689793","167595588818.44986","5802002399.894265","-0.98","-5.02","decrease"
"686","2023-06-10 08:01:10","1382.6002103009046","166148747132.7607","7318222709.940337","-0.55","-5.44","decrease"
"687","2023-06-10 09:00:47","1383.999945435767","166435920201.3839","27517151833.030483","0.10","-5.45","increase"
"688","2023-06-10 10:00:36","1383.116406702514","166317007282.88202","27827788716.792812","-0.06","-5.10","decrease"
"689","2023-06-10 11:01:00","1386.7169748392846","166763965329.69504","26832907602.35633","0.26","-4.67","increase"
